Temperature, Rainfall, Humidity, Made-up
60.00,58.00,34.00,61.80
50.00,25.00,36.00,49.10
78.00,58.00,94.00,105.00
79.00,53.00,47.00,75.70
55.00,86.00,91.00,102.40
86.00,75.00,69.00,98.30
27.00,38.00,60.00,58.20
39.00,63.00,69.00,75.90
65.00,76.00,31.00,67.40
20.00,58.00,25.00,40.40
66.00,48.00,48.00,69.60
60.00,39.00,46.00,63.30
69.00,24.00,62.00,72.00
58.00,55.00,22.00,52.90
45.00,45.00,52.00,62.70
49.00,66.00,52.00,70.60
81.00,67.00,38.00,75.30
40.00,78.00,81.00,88.00
61.00,58.00,35.00,62.80
44.00,79.00,99.00,100.70
62.00,94.00,26.00,68.60
55.00,23.00,54.00,61.30
40.00,91.00,85.00,94.30
84.00,44.00,53.00,78.60
45.00,65.00,22.00,50.70
52.00,60.00,73.00,82.60
57.00,48.00,88.00,90.00
84.00,85.00,25.00,74.10
75.00,79.00,38.00,76.50
98.00,52.00,63.00,92.60
28.00,96.00,81.00,88.60
86.00,86.00,49.00,89.60
33.00,47.00,68.00,68.10
28.00,56.00,44.00,54.40
88.00,38.00,53.00,78.40
34.00,30.00,68.00,63.40
85.00,47.00,30.00,66.10
93.00,96.00,92.00,121.20
43.00,79.00,38.00,63.70
74.00,29.00,59.00,73.70
90.00,23.00,64.00,81.30
50.00,80.00,61.00,80.60
37.00,42.00,91.00,82.00
99.00,45.00,62.00,90.30
91.00,65.00,98.00,114.70
83.00,88.00,36.00,81.20
100.00,58.00,48.00,86.20
71.00,49.00,68.00,83.90
23.00,61.00,98.00,86.30
48.00,77.00,28.00,59.10
39.00,26.00,86.00,75.00
21.00,55.00,81.00,73.50
53.00,41.00,37.00,55.70
71.00,99.00,57.00,92.30
33.00,51.00,66.00,68.10
43.00,72.00,94.00,95.20
24.00,67.00,33.00,49.50
55.00,81.00,95.00,103.30
42.00,99.00,93.00,102.30
95.00,54.00,23.00,68.00
58.00,46.00,69.00,78.40
46.00,28.00,31.00,45.40
51.00,68.00,52.00,72.00
38.00,38.00,41.00,51.20
85.00,67.00,87.00,106.30
47.00,98.00,22.00,61.40
86.00,87.00,64.00,98.90
51.00,56.00,89.00,90.60
48.00,62.00,36.00,59.40
95.00,39.00,33.00,69.50
73.00,90.00,39.00,79.60
28.00,95.00,87.00,91.90
33.00,60.00,95.00,88.20
54.00,44.00,48.00,63.60
95.00,87.00,69.00,105.50
69.00,49.00,74.00,86.70
54.00,31.00,81.00,79.50
76.00,76.00,54.00,85.60
63.00,41.00,70.00,79.50
47.00,64.00,68.00,78.80
59.00,87.00,71.00,92.30
25.00,45.00,26.00,39.10
29.00,73.00,97.00,91.70
55.00,89.00,43.00,74.50
100.00,62.00,79.00,106.00
29.00,60.00,63.00,67.40
29.00,71.00,98.00,91.70
54.00,78.00,74.00,89.40
57.00,21.00,60.00,65.10
71.00,64.00,83.00,97.40
41.00,82.00,28.00,57.80
68.00,28.00,44.00,62.00
55.00,55.00,76.00,84.10
66.00,72.00,55.00,81.00
91.00,88.00,40.00,86.80
82.00,31.00,28.00,58.90
57.00,66.00,23.00,56.40
40.00,87.00,53.00,73.90
81.00,27.00,93.00,96.30
28.00,79.00,22.00,48.10
32.00,36.00,46.00,51.20
55.00,75.00,93.00,100.30
73.00,23.00,48.00,64.90
97.00,78.00,92.00,117.40
48.00,49.00,42.00,59.10
21.00,99.00,95.00,95.10
73.00,29.00,90.00,91.90
57.00,59.00,38.00,63.30
36.00,65.00,95.00,90.90
32.00,64.00,46.00,59.60
95.00,69.00,98.00,117.50
82.00,82.00,98.00,116.20
55.00,26.00,90.00,83.80
57.00,68.00,26.00,58.80
44.00,78.00,36.00,62.60
46.00,86.00,76.00,89.80
92.00,40.00,82.00,98.00
23.00,54.00,92.00,80.60
40.00,73.00,83.00,87.70
81.00,96.00,95.00,118.20
42.00,34.00,91.00,81.60
80.00,56.00,56.00,82.40
97.00,60.00,38.00,79.60
21.00,64.00,95.00,84.60
77.00,87.00,37.00,79.10
63.00,58.00,46.00,70.20
40.00,64.00,83.00,85.00
80.00,53.00,25.00,62.90
43.00,43.00,58.00,64.90
96.00,67.00,46.00,86.10
73.00,50.00,71.00,86.80
88.00,68.00,78.00,102.40
41.00,46.00,75.00,75.20
55.00,29.00,22.00,43.90
92.00,47.00,56.00,84.50
61.00,26.00,62.00,69.40
60.00,55.00,79.00,87.90
64.00,34.00,66.00,75.40
59.00,79.00,31.00,65.90
82.00,43.00,44.00,72.10
99.00,42.00,73.00,96.00
46.00,97.00,95.00,104.50
71.00,73.00,87.00,102.50
89.00,87.00,79.00,109.10
58.00,69.00,72.00,87.10
35.00,82.00,37.00,60.80
71.00,49.00,87.00,95.30
26.00,92.00,82.00,87.20
93.00,33.00,45.00,74.10
77.00,62.00,96.00,107.00
52.00,98.00,51.00,80.80
61.00,62.00,98.00,101.80
80.00,42.00,76.00,90.20
24.00,90.00,57.00,70.80
73.00,89.00,62.00,93.10
68.00,21.00,87.00,85.70
62.00,72.00,76.00,92.00
52.00,61.00,61.00,75.70
80.00,91.00,38.00,82.10
96.00,100.00,51.00,99.00
83.00,81.00,62.00,94.70
73.00,31.00,27.00,54.70
74.00,26.00,71.00,80.00
44.00,37.00,79.00,76.10
25.00,72.00,90.00,85.60
20.00,86.00,64.00,72.20
58.00,47.00,41.00,61.90
58.00,49.00,100.00,97.90
24.00,82.00,93.00,90.00
81.00,23.00,97.00,97.50
49.00,56.00,38.00,59.20
89.00,99.00,22.00,78.50
34.00,57.00,82.00,79.90
28.00,60.00,61.00,65.80
92.00,68.00,64.00,95.60
60.00,70.00,71.00,87.60
80.00,92.00,35.00,80.60
72.00,37.00,93.00,95.70
38.00,95.00,91.00,98.30
41.00,74.00,82.00,87.80
30.00,27.00,62.00,57.30
65.00,65.00,97.00,103.70
57.00,40.00,39.00,58.20
95.00,49.00,87.00,104.90
36.00,61.00,75.00,77.70
62.00,88.00,29.00,68.60
73.00,84.00,61.00,91.00
83.00,51.00,41.00,73.10
87.00,97.00,43.00,89.70
50.00,76.00,38.00,65.60
49.00,52.00,27.00,51.40
56.00,63.00,64.00,79.70
38.00,94.00,49.00,72.80
60.00,31.00,88.00,86.10
92.00,22.00,82.00,92.60
40.00,43.00,62.00,66.10
30.00,21.00,38.00,41.10
56.00,44.00,83.00,85.40
76.00,56.00,74.00,91.60
63.00,58.00,34.00,63.00
37.00,82.00,88.00,92.20
77.00,71.00,55.00,85.10
99.00,29.00,61.00,84.90
89.00,23.00,76.00,88.10
29.00,33.00,30.00,39.50
83.00,71.00,80.00,102.50
20.00,46.00,42.00,47.00
54.00,20.00,58.00,62.40
69.00,35.00,27.00,54.30
40.00,98.00,79.00,92.80
50.00,73.00,97.00,100.10
76.00,47.00,43.00,70.30
23.00,37.00,53.00,52.10
24.00,86.00,23.00,49.20
28.00,85.00,75.00,81.70
79.00,54.00,69.00,89.20
43.00,82.00,30.00,59.80
22.00,50.00,45.00,50.80
63.00,23.00,77.00,78.30
64.00,23.00,22.00,45.70
63.00,93.00,33.00,72.90
85.00,84.00,96.00,116.80
29.00,39.00,48.00,52.10
68.00,34.00,27.00,53.60
44.00,74.00,63.00,77.60
72.00,69.00,37.00,71.70
24.00,67.00,84.00,80.10
93.00,74.00,45.00,86.40
33.00,94.00,56.00,75.00
29.00,87.00,87.00,89.90
76.00,42.00,74.00,87.40
42.00,27.00,43.00,50.70
50.00,95.00,75.00,93.50
49.00,69.00,74.00,84.70
99.00,100.00,77.00,115.80
72.00,96.00,54.00,90.00
35.00,100.00,88.00,96.80
73.00,51.00,71.00,87.10
71.00,59.00,50.00,76.10
56.00,77.00,20.00,57.50
61.00,74.00,40.00,70.60
76.00,72.00,66.00,91.60
64.00,58.00,79.00,90.40
28.00,78.00,98.00,93.40
87.00,36.00,71.00,88.20
81.00,71.00,72.00,96.90
48.00,26.00,35.00,48.00
76.00,42.00,86.00,94.60
57.00,51.00,72.00,81.30
53.00,77.00,73.00,88.10
38.00,81.00,32.00,58.70
70.00,54.00,32.00,63.40
56.00,38.00,68.00,74.60
39.00,58.00,59.00,68.40
64.00,54.00,83.00,91.60
45.00,87.00,55.00,77.10
21.00,43.00,36.00,42.90
53.00,60.00,32.00,58.40
74.00,86.00,38.00,78.20
90.00,29.00,38.00,67.50
100.00,24.00,47.00,75.40
40.00,74.00,70.00,80.20
41.00,62.00,96.00,92.60
80.00,42.00,97.00,102.80
49.00,46.00,50.00,63.40
92.00,68.00,98.00,116.00
29.00,84.00,29.00,54.20
24.00,81.00,63.00,71.70
87.00,99.00,94.00,120.90
72.00,98.00,47.00,86.40
52.00,81.00,65.00,84.10
89.00,80.00,88.00,112.40
36.00,100.00,73.00,88.20
47.00,98.00,97.00,106.40
79.00,77.00,29.00,72.10
27.00,57.00,69.00,69.30
64.00,93.00,81.00,102.10
86.00,58.00,63.00,89.60
37.00,75.00,57.00,71.50
85.00,86.00,25.00,74.80
62.00,37.00,98.00,94.70
87.00,37.00,27.00,62.10
23.00,69.00,78.00,76.70
96.00,62.00,23.00,70.80
27.00,44.00,100.00,84.00
33.00,78.00,68.00,77.40
81.00,51.00,97.00,105.90
92.00,22.00,98.00,102.20
54.00,89.00,81.00,96.90
34.00,95.00,96.00,99.70
28.00,35.00,78.00,68.50
23.00,70.00,24.00,44.60
77.00,52.00,76.00,92.00
42.00,30.00,81.00,74.40
37.00,49.00,71.00,72.10
80.00,27.00,100.00,100.10
50.00,43.00,74.00,77.30
96.00,77.00,22.00,74.70
80.00,55.00,76.00,94.10
37.00,35.00,45.00,52.30
46.00,62.00,31.00,55.60
74.00,86.00,32.00,74.60
88.00,27.00,93.00,99.10
42.00,24.00,20.00,36.00
90.00,84.00,44.00,87.60
51.00,91.00,96.00,105.30
35.00,23.00,58.00,55.70
75.00,85.00,37.00,77.70
31.00,35.00,95.00,79.90
96.00,93.00,81.00,114.90
71.00,48.00,74.00,87.20
61.00,30.00,67.00,73.60
52.00,74.00,41.00,67.60
55.00,24.00,64.00,67.60
54.00,74.00,40.00,67.80
95.00,79.00,43.00,87.50
75.00,83.00,24.00,69.30
75.00,23.00,23.00,50.70
88.00,46.00,99.00,108.40
75.00,64.00,66.00,88.80
96.00,59.00,52.00,87.30
93.00,66.00,92.00,112.20
81.00,96.00,40.00,85.20
100.00,75.00,82.00,111.70
25.00,56.00,69.00,68.20
33.00,41.00,48.00,54.30
42.00,43.00,69.00,71.10
34.00,40.00,83.00,75.40
89.00,42.00,35.00,69.20
44.00,63.00,90.00,90.50
21.00,76.00,40.00,55.20
96.00,78.00,26.00,77.40
68.00,79.00,70.00,92.90
90.00,88.00,70.00,104.40
85.00,100.00,42.00,89.20
23.00,37.00,47.00,48.50
99.00,98.00,82.00,118.20
49.00,36.00,72.00,73.60
62.00,90.00,39.00,75.20
52.00,49.00,71.00,78.10
54.00,43.00,86.00,86.10
98.00,86.00,64.00,103.40
52.00,30.00,98.00,88.60
61.00,45.00,31.00,56.50
84.00,55.00,94.00,106.50
60.00,80.00,100.00,108.00
93.00,77.00,56.00,93.90
49.00,50.00,30.00,52.60
96.00,62.00,43.00,82.80
60.00,32.00,62.00,70.80
29.00,70.00,82.00,81.80
64.00,54.00,29.00,59.20
64.00,31.00,68.00,75.70
87.00,49.00,83.00,99.30
85.00,22.00,34.00,61.00
20.00,81.00,30.00,50.30
86.00,69.00,32.00,74.30
85.00,92.00,98.00,120.40
40.00,32.00,79.00,73.00
99.00,32.00,37.00,71.40
24.00,100.00,92.00,94.80
33.00,82.00,20.00,49.80
64.00,60.00,90.00,97.60
81.00,63.00,63.00,89.10
71.00,99.00,40.00,82.10
80.00,20.00,23.00,51.80
74.00,25.00,84.00,87.50
82.00,60.00,71.00,93.40
42.00,37.00,100.00,87.90
84.00,90.00,52.00,91.80
74.00,57.00,97.00,104.90
74.00,59.00,22.00,60.50
55.00,87.00,53.00,79.90
32.00,78.00,23.00,50.00
83.00,62.00,94.00,108.20
95.00,94.00,100.00,126.20
23.00,65.00,49.00,58.10
50.00,60.00,22.00,51.20
55.00,48.00,48.00,65.20
45.00,44.00,74.00,75.60
35.00,70.00,97.00,93.20
53.00,55.00,64.00,76.10
43.00,24.00,41.00,49.00
88.00,48.00,82.00,98.80
98.00,54.00,85.00,106.40
27.00,22.00,53.00,49.20
38.00,86.00,55.00,74.00
81.00,83.00,42.00,82.50
80.00,66.00,33.00,71.60
96.00,45.00,69.00,93.30
68.00,46.00,99.00,100.40
28.00,24.00,44.00,44.80
99.00,34.00,37.00,72.00
84.00,32.00,40.00,67.20
76.00,78.00,64.00,92.20
37.00,54.00,93.00,86.80
89.00,93.00,26.00,79.10
49.00,39.00,29.00,48.70
98.00,82.00,84.00,114.20
91.00,94.00,84.00,115.00
49.00,32.00,46.00,56.80
30.00,33.00,91.00,76.50
46.00,95.00,66.00,86.50
75.00,56.00,65.00,85.80
90.00,30.00,82.00,94.20
81.00,67.00,44.00,78.90
40.00,79.00,27.00,55.90
29.00,43.00,24.00,38.90
71.00,61.00,76.00,92.30
87.00,58.00,92.00,107.40
33.00,96.00,37.00,64.20
88.00,38.00,26.00,62.20
64.00,28.00,87.00,86.20
30.00,74.00,38.00,57.00
83.00,100.00,62.00,100.40
95.00,28.00,91.00,101.00
77.00,57.00,98.00,106.70
58.00,35.00,74.00,78.10
44.00,39.00,56.00,62.90
79.00,94.00,82.00,109.00
59.00,36.00,37.00,56.60
72.00,23.00,71.00,78.30
29.00,86.00,38.00,60.20
24.00,60.00,85.00,78.60
41.00,61.00,49.00,64.10
69.00,31.00,46.00,64.50
60.00,89.00,37.00,72.90
23.00,50.00,41.00,48.80
21.00,91.00,89.00,89.10
41.00,38.00,79.00,75.20
48.00,30.00,77.00,74.40
49.00,27.00,99.00,87.10
25.00,94.00,92.00,93.40
98.00,23.00,97.00,104.30
76.00,44.00,69.00,85.00
28.00,42.00,78.00,70.60
90.00,70.00,25.00,72.00
78.00,85.00,50.00,86.70
80.00,20.00,93.00,93.80
20.00,97.00,37.00,59.30
40.00,91.00,42.00,68.50
50.00,98.00,82.00,98.60
100.00,63.00,60.00,94.90
29.00,36.00,27.00,38.60
89.00,31.00,60.00,80.90
20.00,35.00,35.00,39.50
53.00,24.00,53.00,60.20
42.00,59.00,52.00,65.70
49.00,36.00,61.00,67.00
78.00,91.00,31.00,77.10
98.00,35.00,64.00,88.10
85.00,68.00,34.00,74.80
72.00,73.00,32.00,69.90
80.00,31.00,61.00,77.90
71.00,81.00,29.00,70.10
46.00,71.00,44.00,66.10
77.00,45.00,100.00,104.30
57.00,89.00,71.00,92.10
37.00,61.00,26.00,48.70
36.00,71.00,75.00,80.70
34.00,89.00,22.00,53.50
99.00,36.00,99.00,109.80
21.00,74.00,66.00,70.20
56.00,93.00,81.00,98.90
88.00,74.00,74.00,101.80
48.00,50.00,98.00,93.00
75.00,94.00,54.00,90.60
96.00,85.00,35.00,84.90
33.00,70.00,71.00,76.80
99.00,48.00,28.00,70.80
99.00,50.00,44.00,81.00
24.00,54.00,36.00,47.40
58.00,70.00,73.00,88.00
67.00,67.00,76.00,92.50
53.00,51.00,100.00,96.50
25.00,56.00,79.00,74.20
20.00,79.00,29.00,49.10
33.00,68.00,99.00,93.00
95.00,63.00,95.00,113.90
26.00,60.00,64.00,66.80
66.00,26.00,89.00,87.60
66.00,97.00,91.00,110.10
37.00,38.00,48.00,55.00
60.00,71.00,87.00,97.50
64.00,88.00,56.00,85.60
59.00,57.00,55.00,73.70
35.00,33.00,100.00,83.90
22.00,52.00,78.00,71.20
85.00,23.00,44.00,67.30
91.00,86.00,72.00,105.40
91.00,93.00,83.00,114.10
70.00,30.00,71.00,79.60
95.00,69.00,21.00,71.30
48.00,25.00,22.00,39.90
99.00,93.00,46.00,95.10
54.00,63.00,33.00,60.30
94.00,63.00,88.00,109.30
45.00,95.00,76.00,92.10
90.00,67.00,54.00,88.50
46.00,93.00,97.00,104.50
100.00,26.00,96.00,105.40
95.00,30.00,53.00,78.80
71.00,89.00,54.00,87.50
39.00,64.00,99.00,94.20
91.00,94.00,32.00,83.80
21.00,86.00,67.00,74.40
72.00,72.00,91.00,105.00
71.00,25.00,85.00,86.90
28.00,25.00,93.00,74.50
42.00,37.00,97.00,86.10
63.00,32.00,87.00,87.00
35.00,58.00,90.00,85.40
69.00,25.00,86.00,86.70
91.00,35.00,29.00,64.30
96.00,23.00,54.00,77.70
28.00,81.00,80.00,83.50
96.00,72.00,86.00,111.60
90.00,28.00,50.00,74.40
72.00,69.00,91.00,104.10
38.00,49.00,36.00,51.50
41.00,89.00,52.00,74.30
90.00,36.00,86.00,98.40
35.00,60.00,87.00,84.20
27.00,69.00,54.00,63.90
45.00,23.00,30.00,42.90
90.00,78.00,20.00,71.40
98.00,94.00,39.00,90.80
87.00,94.00,83.00,112.80
79.00,92.00,46.00,86.80
69.00,78.00,65.00,90.00
67.00,75.00,58.00,84.10
57.00,45.00,32.00,55.50
93.00,86.00,56.00,96.60
76.00,44.00,64.00,82.00
31.00,67.00,64.00,70.90
53.00,69.00,34.00,62.30
54.00,53.00,94.00,93.90
79.00,87.00,76.00,103.30
71.00,44.00,60.00,77.60
35.00,99.00,48.00,72.50
30.00,91.00,20.00,51.30
87.00,55.00,48.00,80.10
42.00,62.00,62.00,72.60
39.00,31.00,79.00,72.30
85.00,40.00,63.00,83.80
49.00,59.00,64.00,75.70
83.00,47.00,61.00,83.90
99.00,32.00,28.00,66.00
51.00,84.00,62.00,82.80
88.00,100.00,79.00,112.60
85.00,53.00,98.00,108.70
50.00,33.00,100.00,89.90
26.00,64.00,61.00,66.20
100.00,95.00,42.00,93.70
67.00,52.00,99.00,101.80
37.00,83.00,70.00,81.70
71.00,49.00,63.00,80.90
61.00,65.00,85.00,94.90
20.00,31.00,96.00,74.90
72.00,87.00,89.00,108.30
77.00,94.00,100.00,119.00
21.00,100.00,37.00,60.60
84.00,90.00,73.00,104.40
39.00,58.00,63.00,70.80
37.00,23.00,90.00,75.70
87.00,72.00,41.00,81.00
31.00,59.00,83.00,79.90
60.00,61.00,66.00,81.90
27.00,59.00,66.00,68.10
94.00,50.00,23.00,66.40
73.00,26.00,70.00,79.00
67.00,20.00,82.00,82.00
22.00,55.00,85.00,76.30
36.00,42.00,24.00,41.40
84.00,42.00,57.00,80.40
78.00,69.00,34.00,72.30
73.00,31.00,67.00,78.70
30.00,23.00,41.00,43.50
52.00,87.00,41.00,71.50
100.00,91.00,41.00,91.90
57.00,94.00,39.00,74.40
32.00,79.00,55.00,69.50
94.00,99.00,39.00,90.70
51.00,35.00,66.00,70.50
62.00,66.00,70.00,86.60
41.00,49.00,73.00,74.90
70.00,51.00,93.00,99.10
40.00,27.00,81.00,72.70
60.00,65.00,42.00,68.70
69.00,69.00,55.00,81.30
85.00,98.00,29.00,80.80
61.00,23.00,70.00,73.30
20.00,34.00,66.00,57.80
42.00,76.00,70.00,81.60
22.00,67.00,95.00,85.90
45.00,57.00,52.00,66.30
97.00,35.00,93.00,105.10
56.00,87.00,62.00,85.70
37.00,25.00,32.00,41.50
79.00,29.00,60.00,76.30
96.00,22.00,91.00,99.60
26.00,29.00,95.00,76.10
25.00,80.00,74.00,78.40
79.00,88.00,60.00,94.00
60.00,86.00,73.00,93.60
91.00,22.00,93.00,98.80
95.00,90.00,23.00,78.80
78.00,45.00,85.00,95.70
53.00,87.00,92.00,102.50
72.00,53.00,81.00,93.30
97.00,20.00,38.00,67.60
93.00,77.00,60.00,96.30
48.00,74.00,95.00,98.40
37.00,48.00,98.00,88.00
86.00,47.00,68.00,89.30
40.00,80.00,76.00,85.60
75.00,48.00,42.00,69.60
96.00,80.00,52.00,93.60
40.00,26.00,72.00,67.00
62.00,20.00,40.00,54.80
73.00,72.00,89.00,104.20
66.00,67.00,93.00,102.30
56.00,55.00,62.00,76.10
39.00,82.00,66.00,79.80
23.00,98.00,29.00,56.00
73.00,63.00,60.00,84.10
76.00,39.00,64.00,80.50
76.00,28.00,63.00,76.60
82.00,88.00,76.00,104.80
79.00,28.00,68.00,80.80
81.00,80.00,85.00,107.40
35.00,67.00,62.00,71.30
63.00,97.00,68.00,95.10
39.00,40.00,71.00,70.20
94.00,76.00,95.00,117.40
64.00,58.00,58.00,77.80
42.00,28.00,92.00,80.40
79.00,49.00,72.00,89.50
83.00,83.00,55.00,91.10
73.00,80.00,58.00,88.00
30.00,44.00,91.00,79.80
85.00,45.00,35.00,68.50
72.00,95.00,96.00,114.90
67.00,100.00,64.00,95.20
46.00,76.00,36.00,62.80
36.00,24.00,58.00,56.40
57.00,54.00,50.00,69.00
39.00,79.00,73.00,83.10
49.00,62.00,31.00,56.80
61.00,56.00,40.00,65.20
75.00,93.00,68.00,98.70
65.00,55.00,95.00,99.50
63.00,53.00,88.00,93.90
28.00,24.00,60.00,54.40
27.00,82.00,76.00,81.00
50.00,35.00,48.00,59.30
47.00,60.00,92.00,92.00
62.00,30.00,43.00,59.60
30.00,74.00,100.00,94.20
78.00,42.00,53.00,75.60
76.00,54.00,83.00,96.40
60.00,25.00,40.00,55.50
27.00,93.00,37.00,60.90
24.00,30.00,83.00,68.40
67.00,69.00,69.00,88.90
46.00,84.00,60.00,79.60
60.00,47.00,23.00,51.90
79.00,97.00,99.00,120.10
60.00,27.00,59.00,67.50
88.00,46.00,24.00,63.40
37.00,46.00,83.00,78.40
78.00,51.00,40.00,70.50
33.00,21.00,24.00,33.90
66.00,48.00,57.00,75.00
50.00,74.00,22.00,55.40
54.00,53.00,41.00,62.10
50.00,78.00,76.00,89.00
98.00,21.00,68.00,86.30
99.00,79.00,21.00,75.90
96.00,99.00,66.00,107.70
80.00,31.00,56.00,74.90
44.00,59.00,67.00,75.50
50.00,41.00,33.00,52.10
59.00,77.00,94.00,103.10
87.00,72.00,45.00,83.40
39.00,47.00,37.00,51.90
38.00,31.00,67.00,64.70
52.00,57.00,72.00,81.10
67.00,94.00,70.00,97.00
36.00,21.00,92.00,75.90
89.00,40.00,38.00,70.40
47.00,84.00,47.00,72.20
55.00,72.00,78.00,90.40
86.00,24.00,56.00,75.20
33.00,100.00,26.00,58.80
62.00,89.00,67.00,91.70
89.00,95.00,39.00,87.50
83.00,78.00,48.00,85.40
67.00,56.00,78.00,90.40
41.00,80.00,42.00,65.60
81.00,67.00,53.00,84.30
32.00,91.00,65.00,79.10
59.00,60.00,43.00,67.40
22.00,45.00,83.00,72.10
59.00,93.00,66.00,91.10
40.00,56.00,27.00,49.00
93.00,41.00,38.00,72.30
92.00,32.00,48.00,75.20
87.00,70.00,22.00,69.00
96.00,33.00,34.00,68.70
84.00,71.00,91.00,109.50
75.00,51.00,41.00,69.90
43.00,87.00,50.00,73.30
64.00,34.00,37.00,58.00
38.00,49.00,39.00,53.30
55.00,46.00,76.00,81.40
35.00,64.00,52.00,64.40
44.00,48.00,70.00,74.00
41.00,96.00,70.00,87.20
40.00,49.00,96.00,88.30
78.00,99.00,70.00,102.90
28.00,82.00,83.00,85.60
38.00,81.00,89.00,92.90
61.00,64.00,57.00,77.80
72.00,20.00,85.00,85.80
40.00,87.00,81.00,90.70
96.00,39.00,93.00,105.90
76.00,32.00,48.00,68.80
32.00,30.00,96.00,79.40
74.00,68.00,93.00,105.80
60.00,36.00,88.00,87.60
59.00,66.00,88.00,96.20
64.00,31.00,46.00,62.50
82.00,53.00,76.00,94.30
80.00,61.00,57.00,84.50
100.00,31.00,69.00,90.70
61.00,95.00,81.00,101.50
29.00,88.00,69.00,79.40
33.00,46.00,78.00,73.80
26.00,81.00,84.00,85.10
34.00,27.00,43.00,47.50
74.00,50.00,92.00,99.80
89.00,57.00,56.00,86.30
26.00,83.00,30.00,53.30
59.00,49.00,82.00,87.50
66.00,47.00,56.00,74.10
100.00,41.00,20.00,64.30
68.00,68.00,89.00,101.00
30.00,42.00,97.00,82.80
94.00,29.00,67.00,86.50
33.00,75.00,58.00,70.50
74.00,59.00,36.00,68.90
74.00,29.00,41.00,62.90
73.00,51.00,50.00,74.50
100.00,30.00,69.00,90.40
89.00,66.00,83.00,105.20
99.00,58.00,27.00,73.20
36.00,100.00,83.00,94.20
26.00,29.00,22.00,32.30
93.00,93.00,53.00,96.90
48.00,78.00,59.00,78.00
80.00,65.00,30.00,69.50
32.00,38.00,90.00,78.20
93.00,56.00,82.00,103.20
73.00,42.00,67.00,82.00
78.00,85.00,44.00,83.10
40.00,37.00,74.00,71.50
60.00,94.00,27.00,68.40
57.00,97.00,87.00,104.10
54.00,40.00,29.00,51.00
46.00,54.00,30.00,52.60
67.00,95.00,94.00,111.70
60.00,61.00,23.00,56.10
71.00,70.00,42.00,74.60
89.00,83.00,28.00,77.30
41.00,51.00,71.00,74.30
78.00,51.00,99.00,105.90
31.00,56.00,27.00,45.40
97.00,92.00,44.00,92.80
71.00,97.00,82.00,106.70
74.00,59.00,62.00,84.50
100.00,55.00,39.00,79.90
75.00,46.00,67.00,84.00
92.00,41.00,58.00,83.90
89.00,63.00,55.00,87.50
87.00,99.00,35.00,85.50
91.00,70.00,34.00,77.80
91.00,22.00,65.00,82.00
76.00,60.00,58.00,83.20
32.00,82.00,49.00,66.80
21.00,48.00,26.00,38.40
51.00,65.00,97.00,98.10
59.00,22.00,95.00,87.20
64.00,54.00,72.00,85.00
24.00,77.00,38.00,55.50
94.00,43.00,76.00,96.10
48.00,26.00,25.00,42.00
37.00,92.00,73.00,86.20
99.00,32.00,24.00,63.60
47.00,39.00,27.00,46.70
47.00,53.00,26.00,50.30
73.00,44.00,46.00,70.00
32.00,64.00,44.00,58.40
98.00,21.00,96.00,103.10
83.00,57.00,51.00,80.90
46.00,31.00,20.00,39.70
41.00,77.00,100.00,99.50
75.00,42.00,79.00,90.00
69.00,77.00,22.00,63.90
68.00,69.00,20.00,59.90
87.00,30.00,27.00,60.00
70.00,56.00,96.00,102.40
52.00,82.00,54.00,77.80
23.00,67.00,96.00,86.90
38.00,81.00,86.00,91.10
86.00,56.00,52.00,82.40
95.00,32.00,43.00,73.40
20.00,87.00,65.00,73.10
47.00,81.00,54.00,75.50
44.00,57.00,36.00,56.30
91.00,87.00,31.00,81.10
34.00,45.00,89.00,80.50
83.00,41.00,93.00,101.30
65.00,45.00,57.00,73.70
23.00,46.00,59.00,58.40
57.00,80.00,90.00,100.80
85.00,42.00,57.00,80.80
45.00,46.00,80.00,79.80
23.00,28.00,81.00,66.20
77.00,90.00,68.00,98.60
23.00,67.00,22.00,42.50
20.00,41.00,88.00,73.10
67.00,67.00,58.00,81.70
81.00,81.00,85.00,107.70
65.00,33.00,89.00,89.30
59.00,48.00,60.00,74.00
92.00,29.00,71.00,88.10
33.00,61.00,66.00,71.10
95.00,70.00,68.00,99.80
20.00,75.00,54.00,62.90
99.00,23.00,52.00,77.70
56.00,97.00,74.00,95.90
48.00,24.00,60.00,62.40
82.00,33.00,78.00,89.50
70.00,89.00,73.00,98.50
68.00,41.00,71.00,82.10
40.00,73.00,41.00,62.50
43.00,32.00,62.00,64.00
52.00,22.00,71.00,70.00
57.00,53.00,53.00,70.50
42.00,82.00,47.00,69.60
60.00,46.00,85.00,88.80
74.00,49.00,39.00,67.70
81.00,90.00,66.00,99.00
90.00,93.00,21.00,76.50
65.00,23.00,73.00,76.70
99.00,34.00,28.00,66.60
35.00,48.00,35.00,49.40
29.00,71.00,21.00,45.50
84.00,61.00,75.00,96.90
89.00,76.00,22.00,71.60
28.00,60.00,62.00,66.40
78.00,67.00,75.00,96.30
37.00,83.00,22.00,52.90
85.00,77.00,92.00,112.30
89.00,25.00,72.00,86.30
91.00,30.00,71.00,88.00
26.00,28.00,58.00,53.60
89.00,62.00,61.00,90.80
98.00,100.00,54.00,101.60
34.00,63.00,41.00,57.10
37.00,80.00,58.00,73.60
32.00,42.00,70.00,67.40
